timestamp panPosition tiltPosition panCtrlType panSetValue tiltCtrlType tiltSetValue local.lat local.lon local.elev object.lat object.lon object.elev object.x object.y object.z estObject.x estObject.y estObject.z estObject.lat estObject.lon estObject.elev 
1426597991.341 3240018 41981 2 191.899 2 40.245 47.6028706 8.5340218 418.72 47.6035253 8.5333071 493.583 -49.0913 72.2189 73.9124 -49.0913 72.2189 73.9124 47.6035201 8.533369 492.633 
1426597991.541 3241418 42504 2 193.371 2 40.8635 47.6028708 8.5340204 418.812 47.6035253 8.5333071 493.583 -49.0913 72.2189 73.9124 -46.2948 72.0222 74.069 47.6035185308054 8.53340478702222 492.881565019802 
1426597991.741 3241697 43088 2 194.893 2 41.4717 47.6028711 8.5340191 418.825 47.6035253 8.5333071 493.583 -49.0913 72.2189 73.9124 -43.514 71.8265 74.2247 47.6035170715566 8.53344046489882 493.050250773446 
1426597991.941 3243849 43792 2 196.477 2 42.072 47.6028709 8.5340188 418.904 47.6035253 8.5333071 493.583 -49.0913 72.2189 73.9124 -40.728 71.6305 74.3807 47.6035151089668 8.5334772126164 493.285231760426 
1426597992.141 3245845 44390 2 198.118 2 42.6597 47.6028707 8.5340183 419.021 47.6035253 8.5333071 493.583 -49.0913 72.2189 73.9124 -37.9472 71.4349 74.5364 47.6035131497015 8.5335136901268 493.557918386469 
1426597992.341 3246063 45042 2 200.078 2 42.6864 47.6028702 8.5340178 419.073 47.6035253 8.5333071 493.583 -34.758 71.2181 73.0925 -34.758 71.2181 73.0925 47.6035107 8.5335556 492.166 
1426597992.541 3247623 45089 2 201.9 2 43.2405 47.6028699 8.5340174 419.14 47.6035253 8.5333071 493.583 -34.758 71.2181 73.0925 -31.8829 70.9813 73.1748 47.6035082709767 8.53359343120069 492.31524066733 
1426597992.741 3250330 45630 2 203.782 2 43.7722 47.6028688 8.5340176 419.025 47.6035253 8.5333071 493.583 -34.758 71.2181 73.0925 -29.0187 70.7455 73.2567 47.6035050499816 8.53363171833086 492.282172736283 
1426597992.941 3251158 46226 2 205.728 2 44.2802 47.6028681 8.5340178 418.914 47.6035253 8.5333071 493.583 -34.758 71.2181 73.0925 -26.1563 70.5098 73.3386 47.6035022302786 8.53366998201596 492.253055673912 
1426597993.141 3251624 46750 2 207.726 2 44.7592 47.602868 8.5340175 418.919 47.6035039 8.5336832 493.054 -34.758 71.2181 73.0925 -23.3082 70.2752 73.4201 47.6035000211845 8.53370755476264 492.339529150074 
1426597993.341 3254256 47266 2 209.827 2 45.2172 47.6028675 8.5340175 418.897 47.6035039 8.5336832 493.054 -34.758 71.2181 73.0925 -20.4046 70.0361 73.5032 47.6034973709381 8.53374616629018 492.400593247356 
1426597993.541 3257625 47747 2 211.957 2 45.6353 47.6028681 8.5340173 418.871 47.6035039 8.5336832 493.054 -34.758 71.2181 73.0925 -17.5422 69.8004 73.5851 47.6034958511992 8.53378402977015 492.456479661318 
1426597993.741 3259001 48198 2 214.14 2 46.0167 47.6028682 8.5340172 418.817 47.6035039 8.5336832 493.054 -34.758 71.2181 73.0925 -14.6832 69.565 73.6669 47.6034938339549 8.53382194827713 492.484270617272 
1426597993.942 3259182 48603 2 216.373 2 46.3589 47.6028681 8.5340171 418.855 47.6035039 8.5336832 493.054 -34.758 71.2181 73.0925 -11.8245 69.3296 73.7487 47.6034916169756 8.53385986163871 492.604051791684 
1426597994.142 3261031 48964 2 218.678 2 46.6624 47.6028689 8.5340172 418.853 47.6035039 8.5336832 493.054 -34.758 71.2181 73.0925 -8.93343 69.0915 73.8314 47.6034902759722 8.53389840622008 492.684762010324 
1426597994.342 3264682 49281 2 220.987 2 46.9169 47.6028692 8.5340172 418.931 47.6035039 8.5336832 493.054 -34.758 71.2181 73.0925 -6.08676 68.8571 73.9128 47.6034884678357 8.53393626026869 492.844203037844 
1426597994.542 3267449 49552 2 223.332 2 47.1255 47.6028692 8.5340172 418.949 47.6035039 8.5336832 493.054 -34.758 71.2181 73.0925 -3.23547 68.6223 73.9944 47.6034863562648 8.53397417586209 492.943777764404 
1426597994.742 3267963 49774 2 225.734 2 47.2879 47.6028686 8.5340172 418.943 47.6035039 8.5336832 493.054 -34.758 71.2181 73.0925 -0.346194 68.3844 74.0771 47.603483616561 8.53401259642331 493.020440236801 
1426597994.942 3268519 49946 2 -131.868 2 47.399 47.6028684 8.5340176 418.921 47.6035039 8.5336832 493.054 -34.758 71.2181 73.0925 2.51655 68.1487 74.159 47.6034812964895 8.5340510642618 493.080345126273 
1426597995.142 3271327 50061 2 -129.452 2 47.4597 47.6028684 8.5340176 418.921 47.6034835 8.5340748 493.774 -34.758 71.2181 73.0925 5.39119 67.912 74.2412 47.6034791675949 8.53408929025723 493.162591607736 
1426597995.342 3275334 50123 2 -126.269 2 47.0908 47.6028686 8.5340186 419.018 47.6034835 8.5340748 493.774 9.24223 68.0824 73.9136 9.24223 68.0824 73.9136 47.6034809 8.5341415 492.932 
1426597995.542 3277783 49718 2 -123.878 2 46.9301 47.6028686 8.5340189 419.05 47.6034835 8.5340748 493.774 9.24223 68.0824 73.9136 12.1407 67.9605 73.8517 47.6034798040846 8.53418034272851 492.902079189054 
1426597995.742 3278168 49574 2 -121.507 2 46.72 47.6028684 8.5340193 419.015 47.6034835 8.5340748 493.774 9.24223 68.0824 73.9136 15.0481 67.8383 73.7896 47.6034785047777 8.53421940450666 492.804968439637 
1426597995.942 3278779 49341 2 -119.178 2 46.4637 47.6028682 8.5340198 418.989 47.6034835 8.5340748 493.774 9.24223 68.0824 73.9136 17.9447 67.7165 73.7277 47.6034772095497 8.53425842234376 492.717090252242 
1426597996.142 3281621 49056 2 -116.886 2 46.1622 47.6028678 8.53402 418.962 47.6034835 8.5340748 493.774 9.24223 68.0824 73.9136 20.8467 67.5945 73.6657 47.6034757122678 8.53429721195605 492.628098075641 
1426597996.342 3286333 48748 2 -114.643 2 45.8191 47.6028674 8.53402 418.873 47.6034835 8.5340748 493.774 9.24223 68.0824 73.9136 23.7451 67.4727 73.6038 47.6034742163396 8.53433575371891 492.477184085037 
1426597996.542 3290083 48404 2 -112.453 2 45.4366 47.6028672 8.5340198 418.77 47.6034835 8.5340748 493.774 9.24223 68.0824 73.9136 26.6436 67.3508 73.5419 47.6034729203283 8.53437409799185 492.312267385541 
1426597996.742 3291438 47996 2 -110.308 2 45.0157 47.6028678 8.5340195 418.754 47.6034835 8.5340748 493.774 9.24223 68.0824 73.9136 29.5581 67.2283 73.4796 47.6034724182712 8.53441255412356 492.234011684654 
